chinese	pinyinUtf8	pinyinNumber	bookKey	grade	gradeTerm	chapter	chapter-sub	page	level(1-5)	chinese
哪里	nǎ lǐ	na3 li3	沪教一年级第二学期	1	2	1		1	0	哪里
哪儿	nǎ ér	na3 er2	沪教一年级第二学期	1	2	1		1	0	哪儿
哪些	něi xiē	nei3 xie1	沪教一年级第二学期	1	2	1		1	0	哪些
枝头	zhī tóu	zhi1 tou2	沪教一年级第二学期	1	2	1		1	0	枝头
枝叶	zhī yè	zhi1 ye4	沪教一年级第二学期	1	2	1		1	0	枝叶
树枝	shù zhī	shu4 zhi1	沪教一年级第二学期	1	2	1		1	0	树枝
柳条	liǔ tiáo	liu3 tiao2	沪教一年级第二学期	1	2	1		1	0	柳条
柳树	liǔ shù	liu3 shu4	沪教一年级第二学期	1	2	1		1	0	柳树
柳暗花明	liǔ àn huā míng	liu3 an4 hua1 ming2	沪教一年级第二学期	1	2	1		1	0	柳暗花明
脸红	liǎn hóng	lian3 hong2	沪教一年级第二学期	1	2	1		1	0	脸红
脸色	liǎn sè	lian3 se4	沪教一年级第二学期	1	2	1		1	0	脸色
笑脸	xiào liǎn	xiao4 lian3	沪教一年级第二学期	1	2	1		1	0	笑脸
清醒	qīng xǐng	qing1 xing3	沪教一年级第二学期	1	2	1		1	0	清醒
提醒	tí xǐng	ti2 xing3	沪教一年级第二学期	1	2	1		1	0	提醒
惊醒	jīng xǐng	jing1 xing3	沪教一年级第二学期	1	2	1		1	0	惊醒
换牙	huàn yá	huan4 ya2	沪教一年级第二学期	1	2	1		1	0	换牙
交换	jiāo huàn	jiao1 huan4	沪教一年级第二学期	1	2	1		1	0	交换
变换	biàn huàn	bian4 huan4	沪教一年级第二学期	1	2	1		1	0	变换
新衣	xīn yī	xin1 yi1	沪教一年级第二学期	1	2	1		1	0	新衣
新年	xīn nián	xin1 nian2	沪教一年级第二学期	1	2	1		1	0	新年
日新月异	rì xīn yuè yì	ri4 xin1 yue4 yi4	沪教一年级第二学期	1	2	1		1	0	日新月异
豆子	dòu zi	dou4 zi	沪教一年级第二学期	1	2	1		1	0	豆子
豆芽	dòu yá	dou4 ya2	沪教一年级第二学期	1	2	1		1	0	豆芽
黄豆	huáng dòu	huang2 dou4	沪教一年级第二学期	1	2	1		1	0	黄豆
流水	liú shuǐ	liu2 shui3	沪教一年级第二学期	1	2	2		1	0	流水
流动	liú dòng	liu2 dong4	沪教一年级第二学期	1	2	2		1	0	流动
落花流水	luò huā liú shuǐ	luo4 hua1 liu2 shui3	沪教一年级第二学期	1	2	2		1	0	落花流水
潮水	cháo shuǐ	chao2 shui3	沪教一年级第二学期	1	2	2		1	0	潮水
潮流	cháo liú	chao2 liu2	沪教一年级第二学期	1	2	2		1	0	潮流
人流如潮	rén liú rú cháo	ren2 liu2 ru2 chao2	沪教一年级第二学期	1	2	2		1	0	人流如潮
交通	jiāo tōng	jiao1 tong1	沪教一年级第二学期	1	2	2		2	0	交通
通车	tōng chē	tong1 che1	沪教一年级第二学期	1	2	2		2	0	通车
灯火通明	dēng huǒ tōng míng	deng1 huo3 tong1 ming2	沪教一年级第二学期	1	2	2		2	0	灯火通明
黄金	huáng jīn	huang2 jin1	沪教一年级第二学期	1	2	2		2	0	黄金
金子	jīn zi	jin1 zi	沪教一年级第二学期	1	2	2		2	0	金子
金鱼	jīn yú	jin1 yu2	沪教一年级第二学期	1	2	2		2	0	金鱼
光明	guāng míng	guang1 ming2	沪教一年级第二学期	1	2	2		2	0	光明
光荣	guāng róng	guang1 rong2	沪教一年级第二学期	1	2	2		2	0	光荣
金光闪闪	jīn guāng shǎn shǎn	jin1 guang1 shan3 shan3	沪教一年级第二学期	1	2	2		2	0	金光闪闪
友情	yǒu qíng	you3 qing2	沪教一年级第二学期	1	2	2		2	0	友情
无情	wú qíng	wu2 qing2	沪教一年级第二学期	1	2	2		2	0	无情
心情	xīn qíng	xin1 qing2	沪教一年级第二学期	1	2	2		2	0	心情
禁不住	jīn bú zhù	jin1 bu2 zhu4	沪教一年级第二学期	1	2	2		2	0	禁不住
不禁	bù jīn	bu4 jin1	沪教一年级第二学期	1	2	2		2	0	不禁
情不自禁	qíng bù zì jīn	qing2 bu4 zi4 jin1	沪教一年级第二学期	1	2	2		2	0	情不自禁
一片	yī piàn	yi1 pian4	沪教一年级第二学期	1	2	2		2	0	一片
叶片	yè piàn	ye4 pian4	沪教一年级第二学期	1	2	2		2	0	叶片
纸片	zhǐ piàn	zhi3 pian4	沪教一年级第二学期	1	2	2		2	0	纸片
好像	hǎo xiàng	hao3 xiang4	沪教一年级第二学期	1	2	3		2	0	好像
画像	huà xiàng	hua4 xiang4	沪教一年级第二学期	1	2	3		2	0	画像
石像	shí xiàng	shi2 xiang4	沪教一年级第二学期	1	2	3		2	0	石像
图画	tú huà	tu2 hua4	沪教一年级第二学期	1	2	3		2	0	图画
图片	tú piàn	tu2 pian4	沪教一年级第二学期	1	2	3		2	0	图片
图纸	tú zhǐ	tu2 zhi3	沪教一年级第二学期	1	2	3		2	0	图纸
对岸	duì àn	dui4 an4	沪教一年级第二学期	1	2	3		2	0	对岸
江岸	jiāng àn	jiang1 an4	沪教一年级第二学期	1	2	3		2	0	江岸
两岸	liǎng àn	liang3 an4	沪教一年级第二学期	1	2	3		2	0	两岸
座位	zuò wèi	zuo4 wei4	沪教一年级第二学期	1	2	3		2	0	座位
让座	ràng zuò	rang4 zuo4	沪教一年级第二学期	1	2	3		2	0	让座
一座桥	yī zuò qiáo	yi1 zuo4 qiao2	沪教一年级第二学期	1	2	3		2	0	一座桥
山坡	shān pō	shan1 po1	沪教一年级第二学期	1	2	3		2	0	山坡
高坡	gāo pō	gao1 po1	沪教一年级第二学期	1	2	3		2	0	高坡
坡度	pō dù	po1 du4	沪教一年级第二学期	1	2	3		2	0	坡度
播种	bō zhǒng	bo1 zhong3	沪教一年级第二学期	1	2	3		3	0	播种
种子	zhǒng zi	zhong3 zi	沪教一年级第二学期	1	2	3		3	0	种子
种地	zhòng dì	zhong4 di4	沪教一年级第二学期	1	2	3		3	0	种地
农民	nóng mín	nong2 min2	沪教一年级第二学期	1	2	3		3	0	农民
人民	rén mín	ren2 min2	沪教一年级第二学期	1	2	3		3	0	人民
民歌	mín gē	min2 ge1	沪教一年级第二学期	1	2	3		3	0	民歌
植树	zhí shù	zhi2 shu4	沪教一年级第二学期	1	2	3		3	0	植树
种植	zhòng zhí	zhong4 zhi2	沪教一年级第二学期	1	2	3		3	0	种植
春晓	chūn xiǎo	chun1 xiao3	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	春晓
知晓	zhī xiǎo	zhi1 xiao3	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	知晓
分晓	fēn xiǎo	fen1 xiao3	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	分晓
大唐	dà táng	da4 tang2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	大唐
唐朝	táng cháo	tang2 chao2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	唐朝
自然	zì rán	zi4 ran2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	自然
天然	tiān rán	tian1 ran2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	天然
然后	rán hòu	ran2 hou4	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	然后
春眠	chūn mián	chun1 mian2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	春眠
冬眠	dōng mián	dong1 mian2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	冬眠
安眠	ān mián	an1 mian2	沪教一年级第二学期	1	2	3	古诗诵读 春晓	3	0	安眠
觉醒	jué xǐng	jue2 xing3	沪教一年级第二学期	1	2	4		3	0	觉醒
知觉	zhī jué	zhi1 jue2	沪教一年级第二学期	1	2	4		3	0	知觉
自觉	zì jué	zi4 jue2	沪教一年级第二学期	1	2	4		3	0	自觉
觉得	jué de	jue2 de	沪教一年级第二学期	1	2	4		3	0	觉得
得到	dé dào	de2 dao4	沪教一年级第二学期	1	2	4		3	0	得到
得意	dé yì	de2 yi4	沪教一年级第二学期	1	2	4		3	0	得意
暖和	nuǎn huo	nuan3 huo	沪教一年级第二学期	1	2	4		3	0	暖和
和面	huó miàn	huo2 mian4	沪教一年级第二学期	1	2	4		3	0	和面
和平	hé píng	he2 ping2	沪教一年级第二学期	1	2	4		3	0	和平
就位	jiù wèi	jiu4 wei4	沪教一年级第二学期	1	2	4		4	0	就位
就近	jiù jìn	jiu4 jin4	沪教一年级第二学期	1	2	4		4	0	就近
就是	jiù shì	jiu4 shi4	沪教一年级第二学期	1	2	4		4	0	就是
一点儿	yì diǎn er	yi4 dian3 er	沪教一年级第二学期	1	2	4		4	0	一点儿
金点子	jīn diǎn zǐ	jin1 dian3 zi3	沪教一年级第二学期	1	2	4		4	0	金点子
点头	diǎn tóu	dian3 tou2	沪教一年级第二学期	1	2	4		4	0	点头
喝水	hē shuǐ	he1 shui3	沪教一年级第二学期	1	2	4		4	0	喝水
喝茶	hē chá	he1 cha2	沪教一年级第二学期	1	2	4		4	0	喝茶
喝牛奶	hē niú nǎi	he1 niu2 nai3	沪教一年级第二学期	1	2	4		4	0	喝牛奶
舒心	shū xīn	shu1 xin1	沪教一年级第二学期	1	2	4		4	0	舒心
舒适	shū shì	shu1 shi4	沪教一年级第二学期	1	2	4		4	0	舒适
舒服	shū fú	shu1 fu2	沪教一年级第二学期	1	2	4		4	0	舒服
衣服	yī fú	yi1 fu2	沪教一年级第二学期	1	2	4		4	0	衣服
校服	xiào fú	xiao4 fu2	沪教一年级第二学期	1	2	4		4	0	校服
轻轻地	qīng qīng de	qing1 qing1 de	沪教一年级第二学期	1	2	4		4	0	轻轻地
轻声	qīng shēng	qing1 sheng1	沪教一年级第二学期	1	2	4		4	0	轻声
轻松	qīng sōng	qing1 song1	沪教一年级第二学期	1	2	4		4	0	轻松
山泉	shān quán	shan1 quan2	沪教一年级第二学期	1	2	5		4	0	山泉
泉水	quán shuǐ	quan2 shui3	沪教一年级第二学期	1	2	5		4	0	泉水
清泉	qīng quán	qing1 quan2	沪教一年级第二学期	1	2	5		4	0	清泉
心愿	xīn yuàn	xin1 yuan4	沪教一年级第二学期	1	2	5		4	0	心愿
愿意	yuàn yì	yuan4 yi4	沪教一年级第二学期	1	2	5		4	0	愿意
自愿	zì yuàn	zi4 yuan4	沪教一年级第二学期	1	2	5		4	0	自愿
已知	yǐ zhī	yi3 zhi1	沪教一年级第二学期	1	2	5		4	0	已知
早已	zǎo yǐ	zao3 yi3	沪教一年级第二学期	1	2	5		4	0	早已
已经	yǐ jīng	yi3 jing1	沪教一年级第二学期	1	2	5		4	0	已经
经过	jīng guò	jing1 guo4	沪教一年级第二学期	1	2	5		4	0	经过
经常	jīng cháng	jing1 chang2	沪教一年级第二学期	1	2	5		4	0	经常
于是	yú shì	yu2 shi4	沪教一年级第二学期	1	2	5		4	0	于是
大于	dà yú	da4 yu2	沪教一年级第二学期	1	2	5		4	0	大于
等于	děng yú	deng3 yu2	沪教一年级第二学期	1	2	5		4	0	等于
每人	měi rén	mei3 ren2	沪教一年级第二学期	1	2	5		5	0	每人
每天	měi tiān	mei3 tian1	沪教一年级第二学期	1	2	5		5	0	每天
每年	měi nián	mei3 nian2	沪教一年级第二学期	1	2	5		5	0	每年
被动	bèi dòng	bei4 dong4	沪教一年级第二学期	1	2	5		5	0	被动
被子	bèi zi	bei4 zi	沪教一年级第二学期	1	2	5		5	0	被子
泉眼	quán yǎn	quan2 yan3	沪教一年级第二学期	1	2	5		5	0	泉眼
眼看	yǎn kàn	yan3 kan4	沪教一年级第二学期	1	2	5		5	0	眼看
眼光	yǎn guāng	yan3 guang1	沪教一年级第二学期	1	2	5		5	0	眼光
不幸	bù xìng	bu4 xing4	沪教一年级第二学期	1	2	5		5	0	不幸
幸好	xìng hǎo	xing4 hao3	沪教一年级第二学期	1	2	5		5	0	幸好
幸会	xìng huì	xing4 hui4	沪教一年级第二学期	1	2	5		5	0	幸会
倒下	dǎo xià	dao3 xia4	沪教一年级第二学期	1	2	6		5	0	倒下
倒翻	dǎo fān	dao3 fan1	沪教一年级第二学期	1	2	6		5	0	倒翻
东倒西歪	dōng dǎo xī wāi	dong1 dao3 xi1 wai1	沪教一年级第二学期	1	2	6		5	0	东倒西歪
到处	dào chù	dao4 chu4	沪教一年级第二学期	1	2	6		5	0	到处
长处	cháng chù	chang2 chu4	沪教一年级第二学期	1	2	6		5	0	长处
用处	yòng chǔ	yong4 chu3	沪教一年级第二学期	1	2	6		5	0	用处
找人	zhǎo rén	zhao3 ren2	沪教一年级第二学期	1	2	6		5	0	找人
找东西	zhǎo dōng xī	zhao3 dong1 xi1	沪教一年级第二学期	1	2	6		5	0	找东西
找一找	zhǎo yī zhǎo	zhao3 yi1 zhao3	沪教一年级第二学期	1	2	6		5	0	找一找
浅绿	qiǎn lǜ	qian3 lv4	沪教一年级第二学期	1	2	6		5	0	浅绿
浅红	qiǎn hóng	qian3 hong2	沪教一年级第二学期	1	2	6		5	0	浅红
浅水	qiǎn shuǐ	qian3 shui3	沪教一年级第二学期	1	2	6		5	0	浅水
淡绿	dàn lǜ	dan4 lv4	沪教一年级第二学期	1	2	6		5	0	淡绿
淡水湖	dàn shuǐ hú	dan4 shui3 hu2	沪教一年级第二学期	1	2	6		5	0	淡水湖
发光	fā guāng	fa1 guang1	沪教一年级第二学期	1	2	6		5	0	发光
发亮	fā liàng	fa1 liang4	沪教一年级第二学期	1	2	6		5	0	发亮
发明	fā míng	fa1 ming2	沪教一年级第二学期	1	2	6		5	0	发明
所有	suǒ yǒu	suo3 you3	沪教一年级第二学期	1	2	6		5	0	所有
所以	suǒ yǐ	suo3 yi3	沪教一年级第二学期	1	2	6		5	0	所以
两所学校	liǎng suǒ xué xiào	liang3 suo3 xue2 xiao4	沪教一年级第二学期	1	2	6		5	0	两所学校
安静	ān jìng	an1 jing4	沪教一年级第二学期	1	2	6		6	0	安静
静静地	jìng jìng dì	jing4 jing4 di4	沪教一年级第二学期	1	2	6		6	0	静静地
静心	jìng xīn	jing4 xin1	沪教一年级第二学期	1	2	6		6	0	静心
交通	jiāo tōng	jiao1 tong1	沪教一年级第二学期	1	2	6		6	0	交通
交流	jiāo liú	jiao1 liu2	沪教一年级第二学期	1	2	6		6	0	交流
孩子	hái zi	hai2 zi	沪教一年级第二学期	1	2	7		6	0	孩子
小孩	xiǎo hái	xiao3 hai2	沪教一年级第二学期	1	2	7		6	0	小孩
女孩	nǚ hái	nv3 hai2	沪教一年级第二学期	1	2	7		6	0	女孩
花朵	huā duǒ	hua1 duo3	沪教一年级第二学期	1	2	7		6	0	花朵
云朵	yún duǒ	yun2 duo3	沪教一年级第二学期	1	2	7		6	0	云朵
朵朵	duǒ duǒ	duo3 duo3	沪教一年级第二学期	1	2	7		6	0	朵朵
云彩	yún cǎi	yun2 cai3	沪教一年级第二学期	1	2	7		6	0	云彩
彩色	cǎi sè	cai3 se4	沪教一年级第二学期	1	2	7		6	0	彩色
彩电	cǎi diàn	cai3 dian4	沪教一年级第二学期	1	2	7		6	0	彩电
一团雾	yī tuán wù	yi1 tuan2 wu4	沪教一年级第二学期	1	2	7		6	0	一团雾
团长	tuán zhǎng	tuan2 zhang3	沪教一年级第二学期	1	2	7		6	0	团长
团队	tuán duì	tuan2 dui4	沪教一年级第二学期	1	2	7		6	0	团队
一层	yī céng	yi1 ceng2	沪教一年级第二学期	1	2	7		6	0	一层
云层	yún céng	yun2 ceng2	沪教一年级第二学期	1	2	7		6	0	云层
白霜	bái shuāng	bai2 shuang1	沪教一年级第二学期	1	2	7		6	0	白霜
霜冻	shuāng dòng	shuang1 dong4	沪教一年级第二学期	1	2	7		6	0	霜冻
背孩子	bēi hái zi	bei1 hai2 zi	沪教一年级第二学期	1	2	7		6	0	背孩子
背带	bēi dài	bei1 dai4	沪教一年级第二学期	1	2	7		6	0	背带
背债	bēi zhài	bei1 zhai4	沪教一年级第二学期	1	2	7		6	0	背债
冰山	bīng shān	bing1 shan1	沪教一年级第二学期	1	2	7		6	0	冰山
冰水	bīng shuǐ	bing1 shui3	沪教一年级第二学期	1	2	7		6	0	冰水
冰天雪地	bīng tiān xuě dì	bing1 tian1 xue3 di4	沪教一年级第二学期	1	2	7		6	0	冰天雪地
聪明	cōng míng	cong1 ming2	沪教一年级第二学期	1	2	7		6	0	聪明
聪慧	cōng huì	cong1 hui4	沪教一年级第二学期	1	2	7		6	0	聪慧
耳聪目明	ěr cōng mù míng	er3 cong1 mu4 ming2	沪教一年级第二学期	1	2	7		6	0	耳聪目明
一口井	yī kǒu jǐng	yi1 kou3 jing3	沪教一年级第二学期	1	2	8		7	0	一口井
井口	jǐng kǒu	jing3 kou3	沪教一年级第二学期	1	2	8		7	0	井口
井水	jǐng shuǐ	jing3 shui3	沪教一年级第二学期	1	2	8		7	0	井水
坐井观天	zuò jǐng guān tiān	zuo4 jing3 guan1 tian1	沪教一年级第二学期	1	2	8		7	0	坐井观天
观光	guān guāng	guan1 guang1	沪教一年级第二学期	1	2	8		7	0	观光
观看	guān kàn	guan1 kan4	沪教一年级第二学期	1	2	8		7	0	观看
井沿	jǐng yàn	jing3 yan4	沪教一年级第二学期	1	2	8		7	0	井沿
河沿	hé yán	he2 yan2	沪教一年级第二学期	1	2	8		7	0	河沿
沿路	yán lù	yan2 lu4	沪教一年级第二学期	1	2	8		7	0	沿路
又苦又累	yòu kǔ yòu lèi	you4 ku3 you4 lei4	沪教一年级第二学期	1	2	8		7	0	又苦又累
又累又渴	yòu lèi yòu kě	you4 lei4 you4 ke3	沪教一年级第二学期	1	2	8		7	0	又累又渴
那边	nà biān	na4 bian1	沪教一年级第二学期	1	2	8		7	0	那边
那里	nà lǐ	na4 li3	沪教一年级第二学期	1	2	8		7	0	那里
那儿	nà ér	na4 er2	沪教一年级第二学期	1	2	8		7	0	那儿
弄懂	nòng dǒng	nong4 dong3	沪教一年级第二学期	1	2	8		7	0	弄懂
玩弄	wán nòng	wan2 nong4	沪教一年级第二学期	1	2	8		7	0	玩弄
作弄	zuō nòng	zuo1 nong4	沪教一年级第二学期	1	2	8		7	0	作弄
弄错	nòng cuò	nong4 cuo4	沪教一年级第二学期	1	2	8		7	0	弄错
不错	bù cuò	bu4 cuo4	沪教一年级第二学期	1	2	8		7	0	不错
错误	cuò wù	cuo4 wu4	沪教一年级第二学期	1	2	8		7	0	错误
无边无际	wú biān wú jì	wu2 bian1 wu2 ji4	沪教一年级第二学期	1	2	8		7	0	无边无际
国际	guó jì	guo2 ji4	沪教一年级第二学期	1	2	8		7	0	国际
交际	jiāo jì	jiao1 ji4	沪教一年级第二学期	1	2	8		7	0	交际
相信	xiāng xìn	xiang1 xin4	沪教一年级第二学期	1	2	8		7	0	相信
相关	xiāng guān	xiang1 guan1	沪教一年级第二学期	1	2	8		7	0	相关
相亲相爱	xiāng qīn xiāng ài	xiang1 qin1 xiang1 ai4	沪教一年级第二学期	1	2	8		7	0	相亲相爱
以为	yǐ wéi	yi3 wei2	沪教一年级第二学期	1	2	9		7	0	以为
所以	suǒ yǐ	suo3 yi3	沪教一年级第二学期	1	2	9		7	0	所以
以前	yǐ qián	yi3 qian2	沪教一年级第二学期	1	2	9		7	0	以前
仔细	zǐ xì	zi3 xi4	沪教一年级第二学期	1	2	9		8	0	仔细
细心	xì xīn	xi4 xin1	沪教一年级第二学期	1	2	9		8	0	细心
细小	xì xiǎo	xi4 xiao3	沪教一年级第二学期	1	2	9		8	0	细小
观察	guān chá	guan1 cha2	沪教一年级第二学期	1	2	9		8	0	观察
觉察	jué chá	jue2 cha2	沪教一年级第二学期	1	2	9		8	0	觉察
察言观色	chá yán guān sè	cha2 yan2 guan1 se4	沪教一年级第二学期	1	2	9		8	0	察言观色
发现	fā xiàn	fa1 xian4	沪教一年级第二学期	1	2	9		8	0	发现
现在	xiàn zài	xian4 zai4	沪教一年级第二学期	1	2	9		8	0	现在
出现	chū xiàn	chu1 xian4	沪教一年级第二学期	1	2	9		8	0	出现
一道	yī dào	yi1 dao4	沪教一年级第二学期	1	2	9		8	0	一道
道路	dào lù	dao4 lu4	沪教一年级第二学期	1	2	9		8	0	道路
人行道	rén xíng dào	ren2 xing2 dao4	沪教一年级第二学期	1	2	9		8	0	人行道
游泳	yóu yǒng	you2 yong3	沪教一年级第二学期	1	2	9		8	0	游泳
蛙泳	wā yǒng	wa1 yong3	沪教一年级第二学期	1	2	9		8	0	蛙泳
自由泳	zì yóu yǒng	zi4 you2 yong3	沪教一年级第二学期	1	2	9		8	0	自由泳
奇妙	qí miào	qi2 miao4	沪教一年级第二学期	1	2	9		8	0	奇妙
美妙	měi miào	mei3 miao4	沪教一年级第二学期	1	2	9		8	0	美妙
妙不可言	miào bù kě yán	miao4 bu4 ke3 yan2	沪教一年级第二学期	1	2	9		8	0	妙不可言
学习	xué xí	xue2 xi2	沪教一年级第二学期	1	2	9		8	0	学习
习作	xí zuò	xi2 zuo4	沪教一年级第二学期	1	2	9		8	0	习作
见习	jiàn xí	jian4 xi2	沪教一年级第二学期	1	2	9		8	0	见习
绝句	jué jù	jue2 ju4	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	绝句
绝对	jué duì	jue2 dui4	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	绝对
回绝	huí jué	hui2 jue2	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	回绝
迟到	chí dào	chi2 dao4	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	迟到
迟早	chí zǎo	chi2 zao3	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	迟早
推迟	tuī chí	tui1 chi2	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	推迟
泥土	ní tǔ	ni2 tu3	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	泥土
黄泥	huáng ní	huang2 ni2	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	黄泥
泥沙	ní shā	ni2 sha1	沪教一年级第二学期	1	2	9	古诗诵读 绝句	8	0	泥沙
睡觉	shuì jiào	shui4 jiao4	沪教一年级第二学期	1	2	9	古诗诵读 绝句	9	0	睡觉
睡眠	shuì mián	shui4 mian2	沪教一年级第二学期	1	2	9	古诗诵读 绝句	9	0	睡眠
午睡	wǔ shuì	wu3 shui4	沪教一年级第二学期	1	2	9	古诗诵读 绝句	9	0	午睡
做工	zuò gōng	zuo4 gong1	沪教一年级第二学期	1	2	10		9	0	做工
做事	zuò shì	zuo4 shi4	沪教一年级第二学期	1	2	10		9	0	做事
做衣服	zuò yī fú	zuo4 yi1 fu2	沪教一年级第二学期	1	2	10		9	0	做衣服
证明	zhèng míng	zheng4 ming2	沪教一年级第二学期	1	2	10		9	0	证明
证人	zhèng rén	zheng4 ren2	沪教一年级第二学期	1	2	10		9	0	证人
证书	zhèng shū	zheng4 shu1	沪教一年级第二学期	1	2	10		9	0	证书
园子	yuán zǐ	yuan2 zi3	沪教一年级第二学期	1	2	10		9	0	园子
公园	gōng yuán	gong1 yuan2	沪教一年级第二学期	1	2	10		9	0	公园
花园	huā yuán	hua1 yuan2	沪教一年级第二学期	1	2	10		9	0	花园
伸手	shēn shǒu	shen1 shou3	沪教一年级第二学期	1	2	10		9	0	伸手
伸直	shēn zhí	shen1 zhi2	沪教一年级第二学期	1	2	10		9	0	伸直
举手	jǔ shǒu	ju3 shou3	沪教一年级第二学期	1	2	10		9	0	举手
举重	jǔ zhòng	ju3 zhong4	沪教一年级第二学期	1	2	10		9	0	举重
举足轻重	jǔ zú qīng zhòng	ju3 zu2 qing1 zhong4	沪教一年级第二学期	1	2	10		9	0	举足轻重
肯定	kěn dìng	ken3 ding4	沪教一年级第二学期	1	2	10		9	0	肯定
中肯	zhòng kěn	zhong4 ken3	沪教一年级第二学期	1	2	10		9	0	中肯
几步路	jǐ bù lù	ji3 bu4 lu4	沪教一年级第二学期	1	2	10		9	0	几步路
脚步	jiǎo bù	jiao3 bu4	沪教一年级第二学期	1	2	10		9	0	脚步
步行	bù xíng	bu4 xing2	沪教一年级第二学期	1	2	10		9	0	步行
黄牛	huáng niú	huang2 niu2	沪教一年级第二学期	1	2	10		9	0	黄牛
水牛	shuǐ niú	shui3 niu2	沪教一年级第二学期	1	2	10		9	0	水牛
牛皮	niú pí	niu2 pi2	沪教一年级第二学期	1	2	10		9	0	牛皮
各自	gè zì	ge4 zi4	沪教一年级第二学期	1	2	10		9	0	各自
各不相同	gè bù xiāng tóng	ge4 bu4 xiang1 tong2	沪教一年级第二学期	1	2	10		9	0	各不相同
各有千秋	gè yǒu qiān qiū	ge4 you3 qian1 qiu1	沪教一年级第二学期	1	2	10		9	0	各有千秋
悄悄地	qiāo qiāo dì	qiao1 qiao1 di4	沪教一年级第二学期	1	2	11		10	0	悄悄地
静悄悄	jìng qiāo qiāo	jing4 qiao1 qiao1	沪教一年级第二学期	1	2	11		10	0	静悄悄
活泼	huó pō	huo2 po1	沪教一年级第二学期	1	2	11		10	0	活泼
泼水	pō shuǐ	po1 shui3	沪教一年级第二学期	1	2	11		10	0	泼水
细纱	xì shā	xi4 sha1	沪教一年级第二学期	1	2	11		10	0	细纱
纱布	shā bù	sha1 bu4	沪教一年级第二学期	1	2	11		10	0	纱布
夸口	kuā kǒu	kua1 kou3	沪教一年级第二学期	1	2	11		10	0	夸口
夸大	kuā dà	kua1 da4	沪教一年级第二学期	1	2	11		10	0	夸大
夸奖	kuā jiǎng	kua1 jiang3	沪教一年级第二学期	1	2	11		10	0	夸奖
得奖	de jiǎng	de jiang3	沪教一年级第二学期	1	2	11		10	0	得奖
发奖	fā jiǎng	fa1 jiang3	沪教一年级第二学期	1	2	11		10	0	发奖
勤快	qín kuài	qin2 kuai4	沪教一年级第二学期	1	2	11		10	0	勤快
勤学	qín xué	qin2 xue2	沪教一年级第二学期	1	2	11		10	0	勤学
出勤	chū qín	chu1 qin2	沪教一年级第二学期	1	2	11		10	0	出勤
勤劳	qín láo	qin2 lao2	沪教一年级第二学期	1	2	11		10	0	勤劳
劳动	láo dòng	lao2 dong4	沪教一年级第二学期	1	2	11		10	0	劳动
劳累	láo lèi	lao2 lei4	沪教一年级第二学期	1	2	11		10	0	劳累
寄信	jì xìn	ji4 xin4	沪教一年级第二学期	1	2	12		10	0	寄信
邮寄	yóu jì	you2 ji4	沪教一年级第二学期	1	2	12		10	0	邮寄
寄放	jì fàng	ji4 fang4	沪教一年级第二学期	1	2	12		10	0	寄放
