chinese	pinyinUtf8	pinyinNumber	bookKey	grade	gradeTerm	chapter	chapter-sub	page	level(1-5)	chinese
火热	huǒ rè	huo3 re4	沪教一年级第二学期	1	2	12		10	0	火热
热情	rè qíng	re4 qing2	沪教一年级第二学期	1	2	12		10	0	热情
热爱	rè ài	re4 ai4	沪教一年级第二学期	1	2	12		10	0	热爱
稀奇	xī qí	xi1 qi2	沪教一年级第二学期	1	2	12		10	0	稀奇
希奇	xī qí	xi1 qi2	沪教一年级第二学期	1	2	12		10	0	希奇
稀罕	xī hǎn	xi1 han3	沪教一年级第二学期	1	2	12		10	0	稀罕
稀世之宝	xī shì zhī bǎo	xi1 shi4 zhi1 bao3	沪教一年级第二学期	1	2	12		10	0	稀世之宝
希望	xī wàng	xi1 wang4	沪教一年级第二学期	1	2	12		10	0	希望
愿望	yuàn wàng	yuan4 wang4	沪教一年级第二学期	1	2	12		10	0	愿望
一望无边	yī wàng wú biān	yi1 wang4 wu2 bian1	沪教一年级第二学期	1	2	12		10	0	一望无边
一块冰	yí kuài bīng	yi2 kuai4 bing1	沪教一年级第二学期	1	2	12		11	0	一块冰
冰块	bīng kuài	bing1 kuai4	沪教一年级第二学期	1	2	12		11	0	冰块
收到	shōu dào	shou1 dao4	沪教一年级第二学期	1	2	12		11	0	收到
收信	shōu xìn	shou1 xin4	沪教一年级第二学期	1	2	12		11	0	收信
收衣服	shōu yī fú	shou1 yi1 fu2	沪教一年级第二学期	1	2	12		11	0	收衣服
退回	tuì huí	tui4 hui2	沪教一年级第二学期	1	2	12		11	0	退回
退步	tuì bù	tui4 bu4	沪教一年级第二学期	1	2	12		11	0	退步
倒退	dào tuì	dao4 tui4	沪教一年级第二学期	1	2	12		11	0	倒退
扫兴	sǎo xìng	sao3 xing4	沪教一年级第二学期	1	2	12		11	0	扫兴
扫地	sǎo dì	sao3 di4	沪教一年级第二学期	1	2	12		11	0	扫地
大扫除	dà sǎo chú	da4 sao3 chu2	沪教一年级第二学期	1	2	12		11	0	大扫除
姓吕	xìng lǚ	xing4 lv3	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	姓吕
双口吕	shuāng kǒu lǚ	shuang1 kou3 lv3	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	双口吕
鸟鸣	niǎo míng	niao3 ming2	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	鸟鸣
鸣叫	míng jiào	ming2 jiao4	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	鸣叫
电闪雷鸣	diàn shǎn léi míng	dian4 shan3 lei2 ming2	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	电闪雷鸣
帝王	dì wáng	di4 wang2	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	帝王
帝国	dì guó	di4 guo2	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	帝国
啼哭	tí kū	ti2 ku1	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	啼哭
啼叫	tí jiào	ti2 jiao4	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	啼叫
哭哭啼啼	kū kū tí tí	ku1 ku1 ti2 ti2	沪教一年级第二学期	1	2	12	快乐宫 2	11	0	哭哭啼啼
大象	dà xiàng	da4 xiang4	沪教一年级第二学期	1	2	13		11	0	大象
象牙	xiàng yá	xiang4 ya2	沪教一年级第二学期	1	2	13		11	0	象牙
象棋	xiàng qí	xiang4 qi2	沪教一年级第二学期	1	2	13		11	0	象棋
象形字	xiàng xíng zì	xiang4 xing2 zi4	沪教一年级第二学期	1	2	13		11	0	象形字
方形	fāng xíng	fang1 xing2	沪教一年级第二学期	1	2	13		11	0	方形
图形	tú xíng	tu2 xing2	沪教一年级第二学期	1	2	13		11	0	图形
形状	xíng zhuàng	xing2 zhuang4	沪教一年级第二学期	1	2	13		12	0	形状
告状	gào zhuàng	gao4 zhuang4	沪教一年级第二学期	1	2	13		12	0	告状
奇形怪状	qí xíng guài zhuàng	qi2 xing2 guai4 zhuang4	沪教一年级第二学期	1	2	13		12	0	奇形怪状
造句	zào jù	zao4 ju4	沪教一年级第二学期	1	2	13		12	0	造句
造林	zào lín	zao4 lin2	沪教一年级第二学期	1	2	13		12	0	造林
造船	zào chuán	zao4 chuan2	沪教一年级第二学期	1	2	13		12	0	造船
禾苗	hé miáo	he2 miao2	沪教一年级第二学期	1	2	13		12	0	禾苗
豆苗	dòu miáo	dou4 miao2	沪教一年级第二学期	1	2	13		12	0	豆苗
鱼网	yú wǎng	yu2 wang3	沪教一年级第二学期	1	2	13		12	0	鱼网
网球	wǎng qiú	wang3 qiu2	沪教一年级第二学期	1	2	13		12	0	网球
勺子	sháo zi	shao2 zi	沪教一年级第二学期	1	2	13		12	0	勺子
水波	shuǐ bō	shui3 bo1	沪教一年级第二学期	1	2	13		12	0	水波
波动	bō dòng	bo1 dong4	沪教一年级第二学期	1	2	13		12	0	波动
电波	diàn bō	dian4 bo1	沪教一年级第二学期	1	2	13		12	0	电波
四川	sì chuān	si4 chuan1	沪教一年级第二学期	1	2	13		12	0	四川
川流不息	chuān liú bù xī	chuan1 liu2 bu4 xi1	沪教一年级第二学期	1	2	13		12	0	川流不息
浇水	jiāo shuǐ	jiao1 shui3	沪教一年级第二学期	1	2	14		12	0	浇水
浇花	jiāo huā	jiao1 hua1	沪教一年级第二学期	1	2	14		12	0	浇花
浇地	jiāo dì	jiao1 di4	沪教一年级第二学期	1	2	14		12	0	浇地
烧水	shāo shuǐ	shao1 shui3	沪教一年级第二学期	1	2	14		12	0	烧水
烧鸡	shāo jī	shao1 ji1	沪教一年级第二学期	1	2	14		12	0	烧鸡
高烧	gāo shāo	gao1 shao1	沪教一年级第二学期	1	2	14		12	0	高烧
挠痒痒	náo yǎng yǎng	nao2 yang3 yang3	沪教一年级第二学期	1	2	14		12	0	挠痒痒
阻挠	zǔ náo	zu3 nao2	沪教一年级第二学期	1	2	14		12	0	阻挠
翘尾巴	qiào wěi bā	qiao4 wei3 ba1	沪教一年级第二学期	1	2	14		12	0	翘尾巴
丰收	fēng shōu	feng1 shou1	沪教一年级第二学期	1	2	14		13	0	丰收
丰盛	fēng shèng	feng1 sheng4	沪教一年级第二学期	1	2	14		13	0	丰盛
足球	zú qiú	zu2 qiu2	沪教一年级第二学期	1	2	14		13	0	足球
十足	shí zú	shi2 zu2	沪教一年级第二学期	1	2	14		13	0	十足
手足之情	shǒu zú zhī qíng	shou3 zu2 zhi1 qing2	沪教一年级第二学期	1	2	14		13	0	手足之情
食用	shí yòng	shi2 yong4	沪教一年级第二学期	1	2	14		13	0	食用
食油	shí yóu	shi2 you2	沪教一年级第二学期	1	2	14		13	0	食油
丰衣足食	fēng yī zú shí	feng1 yi1 zu2 shi2	沪教一年级第二学期	1	2	14		13	0	丰衣足食
富足	fù zú	fu4 zu2	沪教一年级第二学期	1	2	14		13	0	富足
丰富	fēng fù	feng1 fu4	沪教一年级第二学期	1	2	14		13	0	丰富
富有	fù yǒu	fu4 you3	沪教一年级第二学期	1	2	14		13	0	富有
富饶	fù ráo	fu4 rao2	沪教一年级第二学期	1	2	14		13	0	富饶
丰饶	fēng ráo	feng1 rao2	沪教一年级第二学期	1	2	14		13	0	丰饶
姓胡	xìng hú	xing4 hu2	沪教一年级第二学期	1	2	15		13	0	姓胡
胡话	hú huà	hu2 hua4	沪教一年级第二学期	1	2	15		13	0	胡话
胡说八道	hú shuō bā dào	hu2 shuo1 ba1 dao4	沪教一年级第二学期	1	2	15		13	0	胡说八道
姓吴	xìng wú	xing4 wu2	沪教一年级第二学期	1	2	15		13	0	姓吴
文章	wén zhāng	wen2 zhang1	沪教一年级第二学期	1	2	15		13	0	文章
章节	zhāng jié	zhang1 jie2	沪教一年级第二学期	1	2	15		13	0	章节
双手	shuāng shǒu	shuang1 shou3	沪教一年级第二学期	1	2	15		13	0	双手
双打	shuāng dǎ	shuang1 da3	沪教一年级第二学期	1	2	15		13	0	双打
双方	shuāng fāng	shuang1 fang1	沪教一年级第二学期	1	2	15		13	0	双方
耳朵	ěr duǒ	er3 duo3	沪教一年级第二学期	1	2	15		13	0	耳朵
耳机	ěr jī	er3 ji1	沪教一年级第二学期	1	2	15		13	0	耳机
耳边风	ěr biān fēng	er3 bian1 feng1	沪教一年级第二学期	1	2	15		13	0	耳边风
姓陈	xìng chén	xing4 chen2	沪教一年级第二学期	1	2	15		13	0	姓陈
陈皮	chén pí	chen2 pi2	沪教一年级第二学期	1	2	15		13	0	陈皮
陈旧	chén jiù	chen2 jiu4	沪教一年级第二学期	1	2	15		13	0	陈旧
李子	lǐ zǐ	li3 zi3	沪教一年级第二学期	1	2	15		14	0	李子
孙女	sūn nǚ	sun1 nv3	沪教一年级第二学期	1	2	15		14	0	孙女
子孙	zǐ sūn	zi3 sun1	沪教一年级第二学期	1	2	15		14	0	子孙
外孙	wài sūn	wai4 sun1	沪教一年级第二学期	1	2	15		14	0	外孙
解开	jiě kāi	jie3 kai1	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	解开
解放	jiě fàng	jie3 fang4	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	解放
解救	jiě jiù	jie3 jiu4	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	解救
才能	cái néng	cai2 neng2	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	才能
能人	néng rén	neng2 ren2	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	能人
能力	néng lì	neng2 li4	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	能力
竹竿	zhú gān	zhu2 gan1	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	竹竿
钓鱼竿	diào yú gān	diao4 yu2 gan1	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	钓鱼竿
斜坡	xié pō	xie2 po1	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	斜坡
斜阳	xié yáng	xie2 yang2	沪教一年级第二学期	1	2	15	古诗诵读 风	14	0	斜阳
一块表	yí kuài biǎo	yi2 kuai4 biao3	沪教一年级第二学期	1	2	16		14	0	一块表
手表	shǒu biǎo	shou3 biao3	沪教一年级第二学期	1	2	16		14	0	手表
表现	biǎo xiàn	biao3 xian4	沪教一年级第二学期	1	2	16		14	0	表现
一件衣服	yī jiàn yī fú	yi1 jian4 yi1 fu2	沪教一年级第二学期	1	2	16		14	0	一件衣服
文件	wén jiàn	wen2 jian4	沪教一年级第二学期	1	2	16		14	0	文件
头顶	tóu dǐng	tou2 ding3	沪教一年级第二学期	1	2	16		14	0	头顶
山顶	shān dǐng	shan1 ding3	沪教一年级第二学期	1	2	16		14	0	山顶
顶天立地	dǐng tiān lì dì	ding3 tian1 li4 di4	沪教一年级第二学期	1	2	16		14	0	顶天立地
书包	shū bāo	shu1 bao1	沪教一年级第二学期	1	2	16		14	0	书包
包书	bāo shū	bao1 shu1	沪教一年级第二学期	1	2	16		14	0	包书
面包	miàn bāo	mian4 bao1	沪教一年级第二学期	1	2	16		14	0	面包
饼干	bǐng gān	bing3 gan1	沪教一年级第二学期	1	2	16		15	0	饼干
干旱	gān hàn	gan1 han4	沪教一年级第二学期	1	2	16		15	0	干旱
能干	néng gàn	neng2 gan4	沪教一年级第二学期	1	2	16		15	0	能干
盒子	hé zi	he2 zi	沪教一年级第二学期	1	2	16		15	0	盒子
纸盒	zhǐ hé	zhi3 he2	沪教一年级第二学期	1	2	16		15	0	纸盒
一盒点心	yī hé diǎn xīn	yi1 he2 dian3 xin1	沪教一年级第二学期	1	2	16		15	0	一盒点心
一颗心	yī kē xīn	yi1 ke1 xin1	沪教一年级第二学期	1	2	16		15	0	一颗心
一颗豆子	yī kē dòu zi	yi1 ke1 dou4 zi	沪教一年级第二学期	1	2	16		15	0	一颗豆子
一颗小石子	yī kē xiǎo shí zǐ	yi1 ke1 xiao3 shi2 zi3	沪教一年级第二学期	1	2	16		15	0	一颗小石子
一棵草	yī kē cǎo	yi1 ke1 cao3	沪教一年级第二学期	1	2	16		15	0	一棵草
一棵树	yī kē shù	yi1 ke1 shu4	沪教一年级第二学期	1	2	16		15	0	一棵树
句子	jù zi	ju4 zi	沪教一年级第二学期	1	2	16		15	0	句子
造句	zào jù	zao4 ju4	沪教一年级第二学期	1	2	16		15	0	造句
一句话	yī jù huà	yi1 ju4 hua4	沪教一年级第二学期	1	2	16		15	0	一句话
反对	fǎn duì	fan3 dui4	沪教一年级第二学期	1	2	17		15	0	反对
反而	fǎn ér	fan3 er2	沪教一年级第二学期	1	2	17		15	0	反而
反面	fǎn miàn	fan3 mian4	沪教一年级第二学期	1	2	17		15	0	反面
义气	yì qì	yi4 qi4	沪教一年级第二学期	1	2	17		15	0	义气
义工	yì gōng	yi4 gong1	沪教一年级第二学期	1	2	17		15	0	义工
正义	zhèng yì	zheng4 yi4	沪教一年级第二学期	1	2	17		15	0	正义
词语	cí yǔ	ci2 yu3	沪教一年级第二学期	1	2	17		15	0	词语
组词	zǔ cí	zu3 ci2	沪教一年级第二学期	1	2	17		15	0	组词
反义词	fǎn yì cí	fan3 yi4 ci2	沪教一年级第二学期	1	2	17		15	0	反义词
牢记	láo jì	lao2 ji4	沪教一年级第二学期	1	2	17		15	0	牢记
坐牢	zuò láo	zuo4 lao2	沪教一年级第二学期	1	2	17		15	0	坐牢
牢不可破	láo bù kě pò	lao2 bu4 ke3 po4	沪教一年级第二学期	1	2	17		15	0	牢不可破
坏人	huài rén	huai4 ren2	沪教一年级第二学期	1	2	17		15	0	坏人
破坏	pò huài	po4 huai4	沪教一年级第二学期	1	2	17		15	0	破坏
坏话	huài huà	huai4 hua4	沪教一年级第二学期	1	2	17		15	0	坏话
闲话	xián huà	xian2 hua4	沪教一年级第二学期	1	2	17		15	0	闲话
安闲	ān xián	an1 xian2	沪教一年级第二学期	1	2	17		15	0	安闲
空闲	kòng xián	kong4 xian2	沪教一年级第二学期	1	2	17		15	0	空闲
热闹	rè nào	re4 nao4	沪教一年级第二学期	1	2	17		16	0	热闹
胡闹	hú nào	hu2 nao4	沪教一年级第二学期	1	2	17		16	0	胡闹
吵闹	chǎo nào	chao3 nao4	沪教一年级第二学期	1	2	17		16	0	吵闹
脑子	nǎo zi	nao3 zi	沪教一年级第二学期	1	2	17		16	0	脑子
大脑	dà nǎo	da4 nao3	沪教一年级第二学期	1	2	17		16	0	大脑
电脑	diàn nǎo	dian4 nao3	沪教一年级第二学期	1	2	17		16	0	电脑
部长	bù zhǎng	bu4 zhang3	沪教一年级第二学期	1	2	18		16	0	部长
部门	bù mén	bu4 men2	沪教一年级第二学期	1	2	18		16	0	部门
门市部	mén shì bù	men2 shi4 bu4	沪教一年级第二学期	1	2	18		16	0	门市部
部首	bù shǒu	bu4 shou3	沪教一年级第二学期	1	2	18		16	0	部首
首长	shǒu zhǎng	shou3 zhang3	沪教一年级第二学期	1	2	18		16	0	首长
元首	yuán shǒu	yuan2 shou3	沪教一年级第二学期	1	2	18		16	0	元首
旁边	páng biān	pang2 bian1	沪教一年级第二学期	1	2	18		16	0	旁边
路旁	lù páng	lu4 pang2	沪教一年级第二学期	1	2	18		16	0	路旁
两旁	liǎng páng	liang3 pang2	沪教一年级第二学期	1	2	18		16	0	两旁
喜欢	xǐ huān	xi3 huan1	沪教一年级第二学期	1	2	18		16	0	喜欢
喜爱	xǐ ài	xi3 ai4	沪教一年级第二学期	1	2	18		16	0	喜爱
欢天喜地	huān tiān xǐ dì	huan1 tian1 xi3 di4	沪教一年级第二学期	1	2	18		16	0	欢天喜地
白鹅	bái é	bai2 e2	沪教一年级第二学期	1	2	18		16	0	白鹅
天鹅	tiān é	tian1 e2	沪教一年级第二学期	1	2	18		16	0	天鹅
鹅毛大雪	é máo dà xuě	e2 mao2 da4 xue3	沪教一年级第二学期	1	2	18		16	0	鹅毛大雪
黄昏	huáng hūn	huang2 hun1	沪教一年级第二学期	1	2	18		16	0	黄昏
昏倒	hūn dǎo	hun1 dao3	沪教一年级第二学期	1	2	18		16	0	昏倒
天昏地暗	tiān hūn dì àn	tian1 hun1 di4 an4	沪教一年级第二学期	1	2	18		16	0	天昏地暗
响亮	xiǎng liàng	xiang3 liang4	沪教一年级第二学期	1	2	19		16	0	响亮
响声	xiǎng shēng	xiang3 sheng1	沪教一年级第二学期	1	2	19		16	0	响声
响应	xiǎng yìng	xiang3 ying4	沪教一年级第二学期	1	2	19		16	0	响应
请求	qǐng qiú	qing3 qiu2	沪教一年级第二学期	1	2	19		16	0	请求
请坐	qǐng zuò	qing3 zuo4	沪教一年级第二学期	1	2	19		16	0	请坐
请进	qǐng jìn	qing3 jin4	沪教一年级第二学期	1	2	19		16	0	请进
讲话	jiǎng huà	jiang3 hua4	沪教一年级第二学期	1	2	19		17	0	讲话
讲课	jiǎng kè	jiang3 ke4	沪教一年级第二学期	1	2	19		17	0	讲课
听讲	tīng jiǎng	ting1 jiang3	沪教一年级第二学期	1	2	19		17	0	听讲
一束花	yī shù huā	yi1 shu4 hua1	沪教一年级第二学期	1	2	19		17	0	一束花
结束	jié shù	jie2 shu4	沪教一年级第二学期	1	2	19		17	0	结束
束皮带	shù pí dài	shu4 pi2 dai4	沪教一年级第二学期	1	2	19		17	0	束皮带
争取	zhēng qǔ	zheng1 qu3	沪教一年级第二学期	1	2	19		17	0	争取
争光	zhēng guāng	zheng1 guang1	沪教一年级第二学期	1	2	19		17	0	争光
争论	zhēng lùn	zheng1 lun4	沪教一年级第二学期	1	2	19		17	0	争论
再见	zài jiàn	zai4 jian4	沪教一年级第二学期	1	2	19		17	0	再见
再三	zài sān	zai4 san1	沪教一年级第二学期	1	2	19		17	0	再三
一次	yí cì	yi2 ci4	沪教一年级第二学期	1	2	19		17	0	一次
名次	míng cì	ming2 ci4	沪教一年级第二学期	1	2	19		17	0	名次
再次	zài cì	zai4 ci4	沪教一年级第二学期	1	2	19		17	0	再次
完成	wán chéng	wan2 cheng2	沪教一年级第二学期	1	2	19		17	0	完成
完全	wán quán	wan2 quan2	沪教一年级第二学期	1	2	19		17	0	完全
完美	wán měi	wan2 mei3	沪教一年级第二学期	1	2	19		17	0	完美
她们	tā men	ta1 men	沪教一年级第二学期	1	2	19		17	0	她们
灰色	huī sè	hui1 se4	沪教一年级第二学期	1	2	20		17	0	灰色
浅灰	qiǎn huī	qian3 hui1	沪教一年级第二学期	1	2	20		17	0	浅灰
灰心	huī xīn	hui1 xin1	沪教一年级第二学期	1	2	20		17	0	灰心
灰兔	huī tù	hui1 tu4	沪教一年级第二学期	1	2	20		17	0	灰兔
兔子	tù zi	tu4 zi	沪教一年级第二学期	1	2	20		17	0	兔子
兔毛	tù máo	tu4 mao2	沪教一年级第二学期	1	2	20		17	0	兔毛
拿东西	ná dōng xī	na2 dong1 xi1	沪教一年级第二学期	1	2	20		17	0	拿东西
拿手好戏	ná shǒu hǎo xì	na2 shou3 hao3 xi4	沪教一年级第二学期	1	2	20		17	0	拿手好戏
翻土	fān tǔ	fan1 tu3	沪教一年级第二学期	1	2	20		17	0	翻土
翻身	fān shēn	fan1 shen1	沪教一年级第二学期	1	2	20		17	0	翻身
翻江倒海	fān jiāng dǎo hǎi	fan1 jiang1 dao3 hai3	沪教一年级第二学期	1	2	20		17	0	翻江倒海
除草	chú cǎo	chu2 cao3	沪教一年级第二学期	1	2	20		18	0	除草
除法	chú fǎ	chu2 fa3	沪教一年级第二学期	1	2	20		18	0	除法
为民除害	wèi mín chú hài	wei4 min2 chu2 hai4	沪教一年级第二学期	1	2	20		18	0	为民除害
一些	yī xiē	yi1 xie1	沪教一年级第二学期	1	2	20		18	0	一些
这些	zhèi xiē	zhei4 xie1	沪教一年级第二学期	1	2	20		18	0	这些
有些	yǒu xiē	you3 xie1	沪教一年级第二学期	1	2	20		18	0	有些
挑水	tiāo shuǐ	tiao1 shui3	沪教一年级第二学期	1	2	20		18	0	挑水
挑选	tiāo xuǎn	tiao1 xuan3	沪教一年级第二学期	1	2	20		18	0	挑选
挑食	tiāo shí	tiao1 shi2	沪教一年级第二学期	1	2	20		18	0	挑食
挑担	tiāo dàn	tiao1 dan4	沪教一年级第二学期	1	2	20		18	0	挑担
一担	yī dàn	yi1 dan4	沪教一年级第二学期	1	2	20		18	0	一担
担子	dàn zi	dan4 zi	沪教一年级第二学期	1	2	20		18	0	担子
底下	dǐ xià	di3 xia4	沪教一年级第二学期	1	2	21		18	0	底下
到底	dào dǐ	dao4 di3	沪教一年级第二学期	1	2	21		18	0	到底
底细	dǐ xì	di3 xi4	沪教一年级第二学期	1	2	21		18	0	底细
树洞	shù dòng	shu4 dong4	沪教一年级第二学期	1	2	21		18	0	树洞
山洞	shān dòng	shan1 dong4	沪教一年级第二学期	1	2	21		18	0	山洞
黑洞洞	hēi dòng dòng	hei1 dong4 dong4	沪教一年级第二学期	1	2	21		18	0	黑洞洞
一块肉	yí kuài ròu	yi2 kuai4 rou4	沪教一年级第二学期	1	2	21		18	0	一块肉
肉皮	ròu pí	rou4 pi2	沪教一年级第二学期	1	2	21		18	0	肉皮
猪肉	zhū ròu	zhu1 rou4	沪教一年级第二学期	1	2	21		18	0	猪肉
一直	yī zhí	yi1 zhi2	沪教一年级第二学期	1	2	21		18	0	一直
直立	zhí lì	zhi2 li4	沪教一年级第二学期	1	2	21		18	0	直立
心直口快	xīn zhí kǒu kuài	xin1 zhi2 kou3 kuai4	沪教一年级第二学期	1	2	21		18	0	心直口快
羽毛	yǔ máo	yu3 mao2	沪教一年级第二学期	1	2	21		18	0	羽毛
羽毛球	yǔ máo qiú	yu3 mao2 qiu2	沪教一年级第二学期	1	2	21		18	0	羽毛球
差不多	chà bù duō	cha4 bu4 duo1	沪教一年级第二学期	1	2	21		18	0	差不多
差点儿	chà diǎn er	cha4 dian3 er	沪教一年级第二学期	1	2	21		18	0	差点儿
相差	xiāng chà	xiang1 cha4	沪教一年级第二学期	1	2	21		18	0	相差
享受	xiǎng shòu	xiang3 shou4	沪教一年级第二学期	1	2	21		18	0	享受
受苦	shòu kǔ	shou4 ku3	沪教一年级第二学期	1	2	21		18	0	受苦
受惊	shòu jīng	shou4 jing1	沪教一年级第二学期	1	2	21		18	0	受惊
刚才	gāng cái	gang1 cai2	沪教一年级第二学期	1	2	21		19	0	刚才
刚好	gāng hǎo	gang1 hao3	沪教一年级第二学期	1	2	21		19	0	刚好
刚刚	gāng gāng	gang1 gang1	沪教一年级第二学期	1	2	21		19	0	刚刚
牧羊	mù yáng	mu4 yang2	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	牧羊
放牧	fàng mù	fang4 mu4	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	放牧
牧民	mù mín	mu4 min2	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	牧民
牧童	mù tóng	mu4 tong2	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	牧童
儿童	ér tóng	er2 tong2	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	儿童
童年	tóng nián	tong2 nian2	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	童年
骑马	qí mǎ	qi2 ma3	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	骑马
骑车	qí chē	qi2 che1	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	骑车
骑兵	qí bīng	qi2 bing1	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	骑兵
闭眼	bì yǎn	bi4 yan3	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	闭眼
关闭	guān bì	guan1 bi4	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	关闭
闭门造车	bì mén zào chē	bi4 men2 zao4 che1	沪教一年级第二学期	1	2	21	古诗诵读 所见	19	0	闭门造车
织布	zhī bù	zhi1 bu4	沪教一年级第二学期	1	2	22		19	0	织布
织网	zhī wǎng	zhi1 wang3	沪教一年级第二学期	1	2	22		19	0	织网
纺织	fǎng zhī	fang3 zhi1	沪教一年级第二学期	1	2	22		19	0	纺织
早晨	zǎo chén	zao3 chen2	沪教一年级第二学期	1	2	22		19	0	早晨
清晨	qīng chén	qing1 chen2	沪教一年级第二学期	1	2	22		19	0	清晨
晨光	chén guāng	chen2 guang1	沪教一年级第二学期	1	2	22		19	0	晨光
抽纱	chōu shā	chou1 sha1	沪教一年级第二学期	1	2	22		19	0	抽纱
抽水	chōu shuǐ	chou1 shui3	沪教一年级第二学期	1	2	22		19	0	抽水
抽烟	chōu yān	chou1 yan1	沪教一年级第二学期	1	2	22		19	0	抽烟
抽丝	chōu sī	chou1 si1	沪教一年级第二学期	1	2	22		19	0	抽丝
丝带	sī dài	si1 dai4	沪教一年级第二学期	1	2	22		19	0	丝带
真丝	zhēn sī	zhen1 si1	沪教一年级第二学期	1	2	22		19	0	真丝
散步	sàn bù	san4 bu4	沪教一年级第二学期	1	2	22		19	0	散步
散会	sàn huì	san4 hui4	沪教一年级第二学期	1	2	22		19	0	散会
解散	jiě sàn	jie3 san4	沪教一年级第二学期	1	2	22		19	0	解散
岩石	yán shí	yan2 shi2	沪教一年级第二学期	1	2	22		20	0	岩石
岩洞	yán dòng	yan2 dong4	沪教一年级第二学期	1	2	22		20	0	岩洞
害虫	hài chóng	hai4 chong2	沪教一年级第二学期	1	2	22		20	0	害虫
受害	shòu hài	shou4 hai4	沪教一年级第二学期	1	2	22		20	0	受害
害群之马	hài qún zhī mǎ	hai4 qun2 zhi1 ma3	沪教一年级第二学期	1	2	22		20	0	害群之马
教书	jiāo shū	jiao1 shu1	沪教一年级第二学期	1	2	23		20	0	教书
教师	jiào shī	jiao4 shi1	沪教一年级第二学期	1	2	23		20	0	教师
请教	qǐng jiào	qing3 jiao4	沪教一年级第二学期	1	2	23		20	0	请教
摇头	yáo tóu	yao2 tou2	沪教一年级第二学期	1	2	23		20	0	摇头
摇手	yáo shǒu	yao2 shou3	沪教一年级第二学期	1	2	23		20	0	摇手
摇身一变	yáo shēn yī biàn	yao2 shen1 yi1 bian4	沪教一年级第二学期	1	2	23		20	0	摇身一变
理由	lǐ yóu	li3 you2	沪教一年级第二学期	1	2	23		20	0	理由
